"Time","Disk Reads (Page In)","Disk Writes (Page Out)","Total","Swap In (Reads)","Swap Out (Writes)"
2023-04-27 17:36:39,78643,101472666,101551309,0,0
2023-04-27 17:36:40,78643,101391565,101470208,0,0
2023-04-27 17:36:41,52429,88785715,88838144,0,0
2023-04-27 17:36:42,52429,99044557,99096986,0,0
2023-04-27 17:36:43,78643,83807437,83886080,0,0
2023-04-27 17:36:44,52429,66139750,66192179,0,0
2023-04-27 17:36:45,52429,94400512,94452941,0,0
2023-04-27 17:36:46,26214,82966118,82992333,0,0
2023-04-27 17:36:47,26214,62012621,62038835,0,0
2023-04-27 17:36:48,26214,81093427,81119642,0,0
2023-04-27 17:36:49,26214,94460314,94486528,0,0
2023-04-27 17:36:50,26214,65516339,65542554,0,0
2023-04-27 17:36:51,52429,87352115,87404544,0,0
2023-04-27 17:36:52,52429,100027597,100080026,0,0
2023-04-27 17:36:53,26214,81145037,81171251,0,0
2023-04-27 17:36:54,26214,89557402,89583616,0,0
2023-04-27 17:36:55,26214,98455552,98481766,0,0
2023-04-27 17:36:56,26214,77948518,77974733,0,0
2023-04-27 17:36:57,52429,86737715,86790144,0,0
2023-04-27 17:36:58,78643,98290893,98369536,0,0
2023-04-27 17:36:59,78643,79515648,79594291,0,0
2023-04-27 17:37:00,78643,95578522,95657165,0,0
2023-04-27 17:37:01,52429,105700557,105752986,0,0
2023-04-27 17:37:02,52429,82531123,82583552,0,0
2023-04-27 17:37:03,26214,93103718,93129933,0,0
2023-04-27 17:37:04,52429,96069222,96121651,0,0
2023-04-27 17:37:05,52429,71688192,71740621,0,0
2023-04-27 17:37:06,78643,87444685,87523328,0,0
2023-04-27 17:37:07,52429,93979443,94031872,0,0
2023-04-27 17:37:08,52429,72221491,72273920,0,0
2023-04-27 17:37:09,52429,82697421,82749850,0,0
2023-04-27 17:37:10,52429,96313344,96365773,0,0
2023-04-27 17:37:11,26214,68861133,68887347,0,0
2023-04-27 17:37:12,26214,67083469,67109683,0,0
2023-04-27 17:37:13,52429,96138854,96191283,0,0
2023-04-27 17:37:14,26214,79672934,79699149,0,0
2023-04-27 17:37:15,26214,65813709,65839923,0,0
2023-04-27 17:37:16,26214,88580096,88606310,0,0
2023-04-27 17:37:17,52429,91887206,91939635,0,0
2023-04-27 17:37:18,26214,63075942,63102157,0,0
2023-04-27 17:37:19,52429,68401562,68453990,0,0
2023-04-27 17:37:20,52429,94286643,94339072,0,0
2023-04-27 17:37:21,52429,71597261,71649690,0,0
2023-04-27 17:37:22,26214,62947328,62973542,0,0
2023-04-27 17:37:23,26214,65567949,65594163,0,0
2023-04-27 17:37:24,0,84722483,84722483,0,0
2023-04-27 17:37:25,0,58957005,58957005,0,0
2023-04-27 17:37:26,0,59191296,59191296,0,0
2023-04-27 17:37:27,26214,81514496,81540710,0,0
2023-04-27 17:37:28,63898,89805619,89869517,0,0
2023-04-27 17:37:29,63898,62889165,62953062,0,0
2023-04-27 17:37:30,63898,62434509,62498406,0,0
2023-04-27 17:37:31,63898,80400384,80464282,0,0
2023-04-27 17:37:32,63898,73063629,73127526,0,0
2023-04-27 17:37:33,26214,60967322,60993536,0,0
2023-04-27 17:37:34,26214,70790349,70816563,0,0
2023-04-27 17:37:35,26214,95444173,95470387,0,0
2023-04-27 17:37:36,26214,76592742,76618957,0,0
2023-04-27 17:37:37,26214,61267968,61294182,0,0
2023-04-27 17:37:38,26214,83342131,83368346,0,0
2023-04-27 17:37:39,26214,85161574,85187789,0,0
2023-04-27 17:37:40,26214,62430413,62456627,0,0
2023-04-27 17:37:41,52429,65063322,65115750,0,0
2023-04-27 17:37:42,52429,95901286,95953715,0,0
2023-04-27 17:37:43,52429,76750029,76802458,0,0
2023-04-27 17:37:44,52429,65409024,65461453,0,0
2023-04-27 17:37:45,52429,92318925,92371354,0,0
2023-04-27 17:37:46,26214,94275174,94301389,0,0
2023-04-27 17:37:47,0,65477837,65477837,0,0
2023-04-27 17:37:48,0,83433882,83433882,0,0
2023-04-27 17:37:49,0,96915456,96915456,0,0
2023-04-27 17:37:50,26214,69280563,69306778,0,0
2023-04-27 17:37:51,26214,64124518,64150733,0,0
2023-04-27 17:37:52,26214,89580339,89606554,0,0
2023-04-27 17:37:53,26214,76188877,76215091,0,0
2023-04-27 17:37:54,52429,62741709,62794138,0,0
2023-04-27 17:37:55,52429,89349325,89401754,0,0
2023-04-27 17:37:56,52429,96935117,96987546,0,0
2023-04-27 17:37:57,52429,71866778,71919206,0,0
2023-04-27 17:37:58,52429,88975770,89028198,0,0
2023-04-27 17:37:59,26214,98518630,98544845,0,0
2023-04-27 17:38:00,0,73051341,73051341,0,0
2023-04-27 17:38:01,0,74006528,74006528,0,0
2023-04-27 17:38:02,0,97474970,97474970,0,0
2023-04-27 17:38:03,0,72336179,72336179,0,0
2023-04-27 17:38:04,26214,63103795,63130010,0,0
2023-04-27 17:38:05,52429,90231603,90284032,0,0
2023-04-27 17:38:06,78643,88380211,88458854,0,0
2023-04-27 17:38:07,78643,64625869,64704512,0,0
2023-04-27 17:38:08,78643,94890394,94969037,0,0
2023-04-27 17:38:09,52429,95815270,95867699,0,0
2023-04-27 17:38:10,26214,66559181,66585395,0,0
2023-04-27 17:38:11,26214,80320102,80346317,0,0
2023-04-27 17:38:12,26214,94479974,94506189,0,0
2023-04-27 17:38:13,52429,64768410,64820838,0,0
2023-04-27 17:38:14,52429,63042355,63094784,0,0
2023-04-27 17:38:15,52429,82427085,82479514,0,0
2023-04-27 17:38:16,26214,77379174,77405389,0,0
2023-04-27 17:38:17,52429,62360781,62413210,0,0
2023-04-27 17:38:18,26214,67932160,67958374,0,0
2023-04-27 17:38:19,26214,92694118,92720333,0,0
2023-04-27 17:38:20,26214,73600205,73626419,0,0
2023-04-27 17:38:21,26214,59229798,59256013,0,0
2023-04-27 17:38:22,0,82697421,82697421,0,0
2023-04-27 17:38:23,0,85566259,85566259,0,0
2023-04-27 17:38:24,0,61598106,61598106,0,0
2023-04-27 17:38:25,0,71301530,71301530,0,0
2023-04-27 17:38:26,0,90941030,90941030,0,0
2023-04-27 17:38:27,0,68077158,68077158,0,0
2023-04-27 17:38:28,26214,60966502,60992717,0,0
2023-04-27 17:38:29,26214,88531763,88557978,0,0
2023-04-27 17:38:30,52429,80483942,80536371,0,0
2023-04-27 17:38:31,104858,61169664,61274522,0,0
2023-04-27 17:38:32,104858,75834163,75939021,0,0
2023-04-27 17:38:33,78643,93034906,93113549,0,0
2023-04-27 17:38:34,78643,61906125,61984768,0,0
2023-04-27 17:38:35,78643,60162867,60241510,0,0
2023-04-27 17:38:36,26214,85612954,85639168,0,0
2023-04-27 17:38:37,26214,78635827,78662042,0,0
2023-04-27 17:38:38,26214,60336538,60362752,0,0
2023-04-27 17:38:39,26214,75055923,75082138,0,0
2023-04-27 17:38:40,0,92813722,92813722,0,0
2023-04-27 17:38:41,0,68362240,68362240,0,0
2023-04-27 17:38:42,0,71408026,71408026,0,0
2023-04-27 17:38:43,0,91634074,91634074,0,0
2023-04-27 17:38:44,0,79323955,79323955,0,0
2023-04-27 17:38:45,0,60252160,60252160,0,0
2023-04-27 17:38:46,26214,73375744,73401958,0,0
2023-04-27 17:38:47,26214,79921152,79947366,0,0
2023-04-27 17:38:48,26214,58954547,58980762,0,0
2023-04-27 17:38:49,52429,72767898,72820326,0,0
2023-04-27 17:38:50,52429,93603430,93655859,0,0
2023-04-27 17:38:51,26214,79706522,79732736,0,0
2023-04-27 17:38:52,26214,64822477,64848691,0,0
2023-04-27 17:38:53,35226,92090368,92125594,0,0
2023-04-27 17:38:54,35226,79595930,79631155,0,0
2023-04-27 17:38:55,46694,60689613,60736307,0,0
2023-04-27 17:38:56,46694,86922854,86969549,0,0
2023-04-27 17:38:57,46694,87222682,87269376,0,0
2023-04-27 17:38:58,37683,60787098,60824781,0,0
2023-04-27 17:38:59,11469,72457421,72468890,0,0
2023-04-27 17:39:00,0,92321382,92321382,0,0
2023-04-27 17:39:01,26214,66442035,66468250,0,0
2023-04-27 17:39:02,26214,62625382,62651597,0,0
2023-04-27 17:39:03,26214,83288064,83314278,0,0
2023-04-27 17:39:04,26214,81465344,81491558,0,0
2023-04-27 17:39:05,26214,59420672,59446886,0,0
2023-04-27 17:39:06,0,70376653,70376653,0,0
2023-04-27 17:39:07,0,91113882,91113882,0,0
2023-04-27 17:39:08,78643,68931584,69010227,0,0
2023-04-27 17:39:09,78643,55519642,55598285,0,0
2023-04-27 17:39:10,78643,70285722,70364365,0,0
2023-04-27 17:39:11,78643,77491405,77570048,0,0
2023-04-27 17:39:12,78643,59839283,59917926,0,0
2023-04-27 17:39:13,26214,66415002,66441216,0,0
2023-04-27 17:39:14,26214,93283123,93309338,0,0
2023-04-27 17:39:15,26214,80274227,80300442,0,0
2023-04-27 17:39:16,26214,61124608,61150822,0,0
2023-04-27 17:39:17,52429,78793933,78846362,0,0
2023-04-27 17:39:18,26214,84589773,84615987,0,0
2023-04-27 17:39:19,26214,59166720,59192934,0,0
2023-04-27 17:39:20,26214,59808973,59835187,0,0
2023-04-27 17:39:21,26214,90097254,90123469,0,0
2023-04-27 17:39:22,0,67724083,67724083,0,0
2023-04-27 17:39:23,0,56018534,56018534,0,0
2023-04-27 17:39:24,0,57081037,57081037,0,0
2023-04-27 17:39:25,0,84951040,84951040,0,0
2023-04-27 17:39:26,26214,56795136,56821350,0,0
2023-04-27 17:39:27,52429,58300826,58353254,0,0
2023-04-27 17:39:28,52429,59714765,59767194,0,0
2023-04-27 17:39:29,52429,89572147,89624576,0,0
2023-04-27 17:39:30,52429,63211930,63264358,0,0
2023-04-27 17:39:31,26214,67247309,67273523,0,0
2023-04-27 17:39:32,0,90520781,90520781,0,0
2023-04-27 17:39:33,26214,91067187,91093402,0,0
2023-04-27 17:39:34,26214,62410752,62436966,0,0
2023-04-27 17:39:35,26214,79844966,79871181,0,0
2023-04-27 17:39:36,26214,83313459,83339674,0,0
2023-04-27 17:39:37,26214,59427226,59453440,0,0
2023-04-27 17:39:38,0,58725990,58725990,0,0
2023-04-27 17:39:39,26214,86471475,86497690,0,0
2023-04-27 17:39:40,26214,69918720,69944934,0,0
2023-04-27 17:39:41,52429,60375859,60428288,0,0
2023-04-27 17:39:42,52429,88559616,88612045,0,0
2023-04-27 17:39:43,52429,90832896,90885325,0,0
2023-04-27 17:39:44,52429,61609574,61662003,0,0
2023-04-27 17:39:45,52429,57929728,57982157,0,0
2023-04-27 17:39:46,52429,86300262,86352691,0,0
2023-04-27 17:39:47,52429,62182195,62234624,0,0
2023-04-27 17:39:48,78643,60550349,60628992,0,0
2023-04-27 17:39:49,52429,89606554,89658982,0,0
2023-04-27 17:39:50,52429,91927347,91979776,0,0
2023-04-27 17:39:51,26214,63539610,63565824,0,0
2023-04-27 17:39:52,52429,75021517,75073946,0,0
2023-04-27 17:39:53,52429,91380122,91432550,0,0
2023-04-27 17:39:54,52429,61486694,61539123,0,0
2023-04-27 17:39:55,52429,58512998,58565427,0,0
2023-04-27 17:39:56,52429,84438221,84490650,0,0
2023-04-27 17:39:57,26214,78124646,78150861,0,0
2023-04-27 17:39:58,0,59828634,59828634,0,0
2023-04-27 17:39:59,0,79156019,79156019,0,0
2023-04-27 17:40:00,0,93246259,93246259,0,0
2023-04-27 17:40:01,0,65765376,65765376,0,0
2023-04-27 17:40:02,0,55693312,55693312,0,0
2023-04-27 17:40:03,0,78281933,78281933,0,0
2023-04-27 17:40:04,0,69001216,69001216,0,0
2023-04-27 17:40:05,0,55380378,55380378,0,0
2023-04-27 17:40:06,0,67555328,67555328,0,0
2023-04-27 17:40:07,0,91373568,91373568,0,0
2023-04-27 17:40:08,0,68593254,68593254,0,0
2023-04-27 17:40:09,0,69339546,69339546,0,0
2023-04-27 17:40:10,0,91330970,91330970,0,0
2023-04-27 17:40:11,0,80000614,80000614,0,0
2023-04-27 17:40:12,26214,59388723,59414938,0,0
2023-04-27 17:40:13,26214,73207808,73234022,0,0
2023-04-27 17:40:14,26214,79761408,79787622,0,0
2023-04-27 17:40:15,52429,57775718,57828147,0,0
2023-04-27 17:40:16,52429,58139443,58191872,0,0
2023-04-27 17:40:17,26214,81455514,81481728,0,0
2023-04-27 17:40:18,26214,76520653,76546867,0,0
2023-04-27 17:40:19,26214,60477440,60503654,0,0
2023-04-27 17:40:20,0,86318285,86318285,0,0
2023-04-27 17:40:21,0,90208666,90208666,0,0
2023-04-27 17:40:22,0,67148186,67148186,0,0
2023-04-27 17:40:23,0,61435085,61435085,0,0
2023-04-27 17:40:24,26214,88500634,88526848,0,0
2023-04-27 17:40:25,26214,61642342,61668557,0,0
2023-04-27 17:40:26,26214,59822080,59848294,0,0
2023-04-27 17:40:27,26214,75858739,75884954,0,0
2023-04-27 17:40:28,26214,87493018,87519232,0,0
2023-04-27 17:40:29,0,61142630,61142630,0,0
2023-04-27 17:40:30,0,60234957,60234957,0,0
2023-04-27 17:40:31,0,88190157,88190157,0,0
2023-04-27 17:40:32,26214,69707366,69733581,0,0
2023-04-27 17:40:33,26214,56931942,56958157,0,0
2023-04-27 17:40:34,52429,73732915,73785344,0,0
2023-04-27 17:40:35,78643,91198259,91276902,0,0
2023-04-27 17:40:36,78643,60307046,60385690,0,0
2023-04-27 17:40:37,52429,60715008,60767437,0,0
2023-04-27 17:40:38,52429,79577907,79630336,0,0
2023-04-27 17:40:39,26214,72605696,72631910,0,0
2023-04-27 17:40:40,0,57674957,57674957,0,0
2023-04-27 17:40:41,0,81966694,81966694,0,0
2023-04-27 17:40:42,8192,88779981,88788173,0,0
2023-04-27 17:40:43,8192,68173824,68182016,0,0
2023-04-27 17:40:44,8192,58913587,58921779,0,0
2023-04-27 17:40:45,8192,76492800,76500992,0,0
2023-04-27 17:40:46,8192,65622835,65631027,0,0
2023-04-27 17:40:47,0,57906790,57906790,0,0
2023-04-27 17:40:48,26214,57705267,57731482,0,0
2023-04-27 17:40:49,26214,84557824,84584038,0,0
2023-04-27 17:40:50,26214,71100006,71126221,0,0
2023-04-27 17:40:51,26214,59484570,59510784,0,0
2023-04-27 17:40:52,26214,70033408,70059622,0,0
2023-04-27 17:40:53,0,91284275,91284275,0,0

