"Time","Log File Flush Latency"
2023-04-27 17:51:58,0.00118
2023-04-27 17:51:59,0.00118
2023-04-27 17:52:00,0.00118
2023-04-27 17:52:01,0.00120
2023-04-27 17:52:02,0.00120
2023-04-27 17:52:03,0.00120
2023-04-27 17:52:04,0.00120
2023-04-27 17:52:05,0.00120
2023-04-27 17:52:06,0.00106
2023-04-27 17:52:07,0.00106
2023-04-27 17:52:08,0.00106
2023-04-27 17:52:09,0.00106
2023-04-27 17:52:10,0.00106
2023-04-27 17:52:11,0.00106
2023-04-27 17:52:12,0.00106
2023-04-27 17:52:13,0.00106
2023-04-27 17:52:14,0.00106
2023-04-27 17:52:15,0.00106
2023-04-27 17:52:16,0.00107
2023-04-27 17:52:17,0.00107
2023-04-27 17:52:18,0.00107
2023-04-27 17:52:19,0.00107
2023-04-27 17:52:20,0.00107
2023-04-27 17:52:21,0.00107
2023-04-27 17:52:22,0.00107
2023-04-27 17:52:23,0.00107
2023-04-27 17:52:24,0.00107
2023-04-27 17:52:25,0.00107
2023-04-27 17:52:26,0.00103
2023-04-27 17:52:27,0.00103
2023-04-27 17:52:28,0.00103
2023-04-27 17:52:29,0.00103
2023-04-27 17:52:30,0.00103
2023-04-27 17:52:31,0.00106
2023-04-27 17:52:32,0.00106
2023-04-27 17:52:33,0.00106
2023-04-27 17:52:34,0.00106
2023-04-27 17:52:35,0.00106
2023-04-27 17:52:36,0.00107
2023-04-27 17:52:37,0.00107
2023-04-27 17:52:38,0.00107
2023-04-27 17:52:39,0.00107
2023-04-27 17:52:40,0.00107
2023-04-27 17:52:41,0.00104
2023-04-27 17:52:42,0.00104
2023-04-27 17:52:43,0.00104
2023-04-27 17:52:44,0.00104
2023-04-27 17:52:45,0.00104
2023-04-27 17:52:46,0.00108
2023-04-27 17:52:47,0.00108
2023-04-27 17:52:48,0.00108
2023-04-27 17:52:49,0.00108
2023-04-27 17:52:50,0.00108
2023-04-27 17:52:51,0.00113
2023-04-27 17:52:52,0.00113
2023-04-27 17:52:53,0.00113
2023-04-27 17:52:54,0.00113
2023-04-27 17:52:55,0.00113
2023-04-27 17:52:56,0.00100
2023-04-27 17:52:57,0.00100
2023-04-27 17:52:58,0.00100
2023-04-27 17:52:59,0.00100
2023-04-27 17:53:00,0.00100
2023-04-27 17:53:01,0.00108
2023-04-27 17:53:02,0.00108
2023-04-27 17:53:03,0.00108
2023-04-27 17:53:04,0.00108
2023-04-27 17:53:05,0.00108
2023-04-27 17:53:06,0.00113
2023-04-27 17:53:07,0.00113
2023-04-27 17:53:08,0.00113
2023-04-27 17:53:09,0.00113
2023-04-27 17:53:10,0.00113
2023-04-27 17:53:11,0.00106
2023-04-27 17:53:12,0.00106
2023-04-27 17:53:13,0.00106
2023-04-27 17:53:14,0.00106
2023-04-27 17:53:15,0.00106
2023-04-27 17:53:16,0.00103
2023-04-27 17:53:17,0.00103
2023-04-27 17:53:18,0.00103
2023-04-27 17:53:19,0.00103
2023-04-27 17:53:20,0.00103
2023-04-27 17:53:21,0.00108
2023-04-27 17:53:22,0.00108
2023-04-27 17:53:23,0.00108
2023-04-27 17:53:24,0.00108
2023-04-27 17:53:25,0.00108
2023-04-27 17:53:26,0.00110
2023-04-27 17:53:27,0.00110
2023-04-27 17:53:28,0.00110
2023-04-27 17:53:29,0.00110
2023-04-27 17:53:30,0.00110
2023-04-27 17:53:31,0.000982
2023-04-27 17:53:32,0.000982
2023-04-27 17:53:33,0.000982
2023-04-27 17:53:34,0.000982
2023-04-27 17:53:35,0.000982
2023-04-27 17:53:36,0.00116
2023-04-27 17:53:37,0.00116
2023-04-27 17:53:38,0.00116
2023-04-27 17:53:39,0.00116
2023-04-27 17:53:40,0.00116
2023-04-27 17:53:41,0.000992
2023-04-27 17:53:42,0.000992
2023-04-27 17:53:43,0.000992
2023-04-27 17:53:44,0.000992
2023-04-27 17:53:45,0.000992
2023-04-27 17:53:46,0.00111
2023-04-27 17:53:47,0.00111
2023-04-27 17:53:48,0.00111
2023-04-27 17:53:49,0.00111
2023-04-27 17:53:50,0.00111
2023-04-27 17:53:51,0.00112
2023-04-27 17:53:52,0.00112
2023-04-27 17:53:53,0.00112
2023-04-27 17:53:54,0.00112
2023-04-27 17:53:55,0.00112
2023-04-27 17:53:56,0.00103
2023-04-27 17:53:57,0.00103
2023-04-27 17:53:58,0.00103
2023-04-27 17:53:59,0.00103
2023-04-27 17:54:00,0.00103
2023-04-27 17:54:01,0.00107
2023-04-27 17:54:02,0.00107
2023-04-27 17:54:03,0.00107
2023-04-27 17:54:04,0.00107

